386, 208
384, 208
382, 208
380, 211
379, 211
378, 212
364, 212
364, 212
362, 212
362, 214
360, 214
360, 215
359, 215
358, 216
352, 216
349, 220
348, 220
348, 221
346, 222
344, 222
344, 224
342, 224
340, 224
340, 224
340, 226
342, 228
344, 228
344, 228
346, 228
349, 228
350, 227
355, 227
356, 228
358, 228
359, 228
359, 230
360, 232
360, 232
362, 235
362, 237
364, 238
364, 238
364, 240
364, 241
367, 242
367, 244
368, 244
368, 246
369, 247
369, 248
370, 250
370, 251
372, 252
372, 254
376, 258
376, 260
377, 261
377, 262
380, 264
380, 266
382, 268
382, 270
384, 271
384, 274
387, 277
387, 278
388, 278
388, 284
387, 284
387, 287
382, 292
380, 292
379, 294
379, 297
378, 298
376, 298
375, 297
372, 297
370, 298
370, 298
370, 298
374, 301
374, 302
375, 302
375, 304
376, 304
376, 311
375, 312
375, 314
372, 317
372, 318
372, 318
376, 320
374, 322
369, 322
368, 322
364, 322
362, 320
346, 320
344, 320
339, 320
338, 318
337, 318
336, 320
332, 320
330, 320
329, 320
328, 322
327, 322
326, 322
314, 322
312, 324
281, 324
277, 320
242, 320
241, 320
238, 320
237, 322
237, 324
236, 324
236, 338
241, 342
242, 342
242, 344
244, 344
246, 346
247, 346
248, 347
271, 347
272, 346
272, 346
276, 342
278, 342
278, 342
280, 342
281, 340
282, 340
282, 340
290, 340
291, 339
324, 339
324, 338
330, 338
330, 337
332, 337
334, 336
335, 337
346, 337
347, 336
356, 336
357, 335
364, 335
364, 334
367, 334
369, 332
370, 332
372, 330
382, 330
382, 330
386, 330
389, 327
390, 327
392, 328
394, 328
396, 330
396, 330
397, 332
397, 332
398, 332
398, 330
399, 329
399, 322
395, 318
395, 312
398, 310
398, 308
400, 306
402, 306
404, 307
404, 307
407, 308
407, 312
408, 312
408, 322
410, 324
410, 326
412, 327
412, 328
412, 329
412, 330
414, 330
415, 330
417, 330
420, 335
429, 335
430, 336
432, 336
434, 338
435, 338
436, 337
438, 337
439, 336
440, 336
440, 335
446, 335
447, 334
447, 332
449, 330
450, 330
450, 330
450, 324
450, 322
450, 322
448, 320
446, 320
442, 316
440, 316
438, 312
437, 312
436, 312
432, 312
430, 308
429, 308
427, 307
427, 306
422, 302
422, 301
422, 300
420, 300
414, 292
412, 292
412, 292
412, 291
410, 290
410, 288
408, 286
408, 281
410, 278
410, 278
410, 277
410, 275
412, 274
412, 268
410, 268
410, 266
406, 261
404, 261
402, 260
397, 260
394, 257
392, 257
387, 251
387, 248
386, 248
384, 248
382, 246
382, 244
379, 241
379, 237
378, 236
377, 236
375, 234
375, 232
370, 228
370, 224
377, 218
382, 218
384, 218
384, 218
386, 217
387, 217
388, 216
389, 216
390, 215
395, 215
396, 214
399, 214
400, 212
402, 212
402, 212
404, 212
406, 210
406, 208
404, 208
402, 208
